000007-000001-sejmse	bardzo mierne efekty ekonomiczne a co za tym idzie nieodłącznie bardzo mierne efekty społeczne brak odwagi politycznej licytowania majątku wprost i klarownego przeniesienia własności przedsiębiorstw za najwyższą cenę dziś widać że był błędem program powszechnej prywatyzacji to w rozumieniu społecznym największa atrapa sprawiedliwości i chichot komuny która z dobra wspólnego przekształciła się w dobro jednostki za przysłowiowy bezcen jak pisze klasyk kończ waść wstydu oszczędź ruch palikota poprze kształt proponowanej ustawy w całości by więcej nie wspominać tego poniżającego programu dziękuję	/media/dyszek/data/poleval/processed_corpora/sejmsenat-0.0.0/audio/AdamKepinski-20130410/file003.wav	AdamKepinski-20130410-file003	AdamKepinski
000008-000000-clarin	przytulam się do tej dłoni bo to jest ktoś kogo kocham a wtedy on mnie zabija tak szybko że nie czuję ani bólu ani strachu i sen się kończy głupie prawda	/media/dyszek/data/poleval/clarin/SES0001_ses/sent008_bndl/sent008.wav	SES0001_sent008	SES0001
000008-000000-pelcra	powinna yy odbywać karę w więzieniu w polsce dlatego domagamy się od władz yy rzeczpospolitej polskiej	/media/dyszek/data/poleval/pelcra/processed/pelcra-0.0.0/wav/adam_andruszkiewicz-konf_pras_1-a17.wav	adam_andruszkiewicz-konf_pras_1-a17	AdamAndruszkiewicz
000008-000001-sejmse	panie marszałku panie ministrze wysoka izbo skończyła się nasza prezydencja i trzeba powiedzieć obiektywnie że co najmniej dostatecznie aczkolwiek jak pani poseł przed chwilą powiedziała trudno powiedzieć co konkretnie ona przyniosła moje pytanie za to będzie konkretne byliśmy gorącym orędownikiem partnerstwa jesteśmy gorącym orędownikiem partnerstwa wschodniego jednym z naszym z naszych założeń i naszych priorytetów było podpisanie z ukrainą umowy stowarzyszeniowej niestety z powodów może po części niezależnych od nas mam na myśli tutaj aresztowanie pani julii tymoszenki nie za bardzo nam to się udało i moje pytanie jest konkretne co robi rząd polski będzie co rząd polski robi aby tę sprawę wyjaśnić aby slogan praw obywatela nie był pustym sloganem czy są jakieś działania podejmowane aby wyjaśnić sprawę aresztowania pani julii tymoszenko drugie pytanie czy z tego powodu że mamy to opóźnione są jakieś inne działania które spowodują aby ta umowa jednak została podpisana w miarę szybko podpisana dziękuję	/media/dyszek/data/poleval/processed_corpora/sejmsenat-0.0.0/audio/AdamKepinski-20130410/file004.wav	AdamKepinski-20130410-file004	AdamKepinski
000009-000000-clarin	i to było niemożliwe kobietę którą wybiera mi ten przeklęty los zawsze widzę po raz pierwszy w życiu i natychmiast czuję ból i cholerny zapach melonów	/media/dyszek/data/poleval/clarin/SES0001_ses/sent009_bndl/sent009.wav	SES0001_sent009	SES0001
000009-000000-pelcra	aby taką procedurę i taką yy decyzję jak najszybciej rozpoczęto	/media/dyszek/data/poleval/pelcra/processed/pelcra-0.0.0/wav/adam_andruszkiewicz-konf_pras_1-a18.wav	adam_andruszkiewicz-konf_pras_1-a18	AdamAndruszkiewicz
000009-000001-sejmse	szanowna pani marszałek panie premierze szanowna izbo nie ma gorszej korupcji politycznej niż ta która polega na tym gdy grupa polityków zmawia się i zmusza podatnika do płacenia haraczu na politykę bronicie tego chorego systemu z pazerności finansowej grzmiał kto donald tusk mamy ten jeden procent warto pomyśleć w przyszłości czy to nie mogłoby by być tak by obywatel decyduje czy chce finansować partię i jaką jestem pierwszy który by się za tym opowiedział przekonywał kto donald tusk ruch palikota dziś do tego fenomenalnego gracza politycznego mówi sprawdzam czas pokazać karty panie premierze koniec gry znamienita posłanka pis nazwała tę izbę jakiś czas temu stodołą błąd to obora tu się przecież doi mamonę obywateli ale pis nie potrafi inaczej solidarna polska boi się że tłuste koty wypiją im śmietanę opodatkujemy kler będziecie masło jeść łyżeczkami	/media/dyszek/data/poleval/processed_corpora/sejmsenat-0.0.0/audio/AdamKepinski-20130411/file000.wav	AdamKepinski-20130411-file000	AdamKepinski
000010-000000-clarin	już miał ruszyć w kierunku stajni gdy zza rogu wytoczyła się grupa najemników w czarnych kaftanach z pałkami w rękach zbroje wydawały się aberonowi znajome	/media/dyszek/data/poleval/clarin/SES0001_ses/sent010_bndl/sent010.wav	SES0001_sent010	SES0001
000010-000000-pelcra	i aby abyśmy wymagali od władz republiki federalnej niemiec wydalenia islamskiego imigranta na teren rp	/media/dyszek/data/poleval/pelcra/processed/pelcra-0.0.0/wav/adam_andruszkiewicz-konf_pras_1-a19.wav	adam_andruszkiewicz-konf_pras_1-a19	AdamAndruszkiewicz
000010-000002-sejmse	panie marszałku wysoka izbo panie ministrze chciałbym zwrócić uwagę na skandaliczną sytuację dającą się zaobserwować u maszynistów głównie w pociągach regionalnych pan minister obiecał kontrolę czasu pracy maszynistów jednak ani słowa o kontroli o zapewnieniu jakiegokolwiek noclegu podczas przerw w pracy nagminną wręcz sytuacją jest gdy osoba prowadząca pociąg po dojechaniu w godzinach wieczornych do stacji docelowej zasypia w fotelu w którym	/media/dyszek/data/poleval/processed_corpora/sejmsenat-0.0.0/audio/AdamRybakowicz-20130412/file000.wav	AdamRybakowicz-20130412-file000	AdamRybakowicz
000011-000000-clarin	dwóch skrzyżowanych szabli na czerwonym tle nie można było pomylić z niczym kompania handlowa krwawy miecz	/media/dyszek/data/poleval/clarin/SES0001_ses/sent011_bndl/sent011.wav	SES0001_sent011	SES0001
000011-000000-pelcra	nazywam się adam andruszkiewicz wraz ze mną jest yy poseł tomasz rzymkowski	/media/dyszek/data/poleval/pelcra/processed/pelcra-0.0.0/wav/adam_andruszkiewicz-konf_pras_1-a2.wav	adam_andruszkiewicz-konf_pras_1-a2	AdamAndruszkiewicz
000011-000002-sejmse	przepracowała nieraz kilkanaście godzin by rano znów ruszyć na szlak często też nocleg odbywa się w innych miejscach w pociągu w jeszcze bardziej uwłaczających warunkach również często pomieszczenia zapewniane pracownikom są w takim stanie że po prostu nie da się tam wejść podobna sytuacja dotyczy kierowników pociągów proszę o wyjaśnienie czy pakiet zmian zakładających kontrolę czasu pracy dotyczy dotyczy także zbadania warunków noclegu pracowników kolei podczas przerw pracy na szlaku czy zapewnienie pokoju noclegowego na dworcu bądź w jego okolicy dla pracowników jest aż tak kosztowne żeby ryzykować bezpieczeństwo tysięcy podróżnych oraz jeszcze jedno szybkie pytanie mianowicie ile obiecanych przez pana ministra klas kolejowych powstało od września tego roku w technikach dziękuję bardzo	/media/dyszek/data/poleval/processed_corpora/sejmsenat-0.0.0/audio/AdamRybakowicz-20130412/file001.wav	AdamRybakowicz-20130412-file001	AdamRybakowicz
000012-000000-clarin	mówiłem że tak że entuzjastycznie z wdzięczności sprzątała mi zawsze pokój na najwyższy połysk a kiedy w mieście nie było co pić przynosiła mi nie wiadomo skąd butelkę wody	/media/dyszek/data/poleval/clarin/SES0001_ses/sent012_bndl/sent012.wav	SES0001_sent012	SES0001
000012-000000-pelcra	szanowni państwo również yy przypominamy że jako klub kukiz piętnaście yy w obliczu	/media/dyszek/data/poleval/pelcra/processed/pelcra-0.0.0/wav/adam_andruszkiewicz-konf_pras_1-a20.wav	adam_andruszkiewicz-konf_pras_1-a20	AdamAndruszkiewicz
000012-000003-sejmse	dziękuję bardzo rozpatrzenie przez komisję skarbu państwa omawianej ustawy miało miejsce w dniu piętnastego marca bieżącego roku komisja po zapoznaniu się z projektem ustawy i przeanalizowaniu jej zapisów przyjęła go stosunkiem głosów dwanaście za zero przeciw i jeden wstrzymujący się w trakcie prac komisji wniesiono do projektu wiele poprawek ale miały one w całości charakter legislacyjny i redakcyjny ustawa po uchwaleniu wejdzie w życie w dniu pierwszego stycznia dwa tysiące trzynastego roku choćby ze względu na tak długie wakacjo legis warto dwa zdania przypomnienia dla państwa powiedzieć co chodzi w projektowanej ustawie wysoka izbo pragnę przypomnieć iż przedmiotem drugiego czytania projektu jest ustawa o narodowych funduszach inwestycyjnych na podstawie której utworzono w polsce piętnaście en ef i stanowiły one element programu powszechnej prywatyzacji w skrócie zwanego pe pe pe ale nie należy go mylić z partnerstwem publiczno prywatnym narodowe fundusze inwestycyjne posiadały	/media/dyszek/data/poleval/processed_corpora/sejmsenat-0.0.0/audio/AdamSzejnfeld-20130410/file000.wav	AdamSzejnfeld-20130410-file000	AdamSzejnfeld
000013-000000-clarin	spóźniłem się na to spotkanie ale w recepcji maria zostawiła mi kartkę że czekała i że następnego dnia wyjeżdżają do brazylii	/media/dyszek/data/poleval/clarin/SES0001_ses/sent013_bndl/sent013.wav	SES0001_sent013	SES0001
000013-000000-pelcra	yy trwającej serii zamachów yy na terenie zachodu głównie na terenie republiki federalnej niemiec	/media/dyszek/data/poleval/pelcra/processed/pelcra-0.0.0/wav/adam_andruszkiewicz-konf_pras_1-a21.wav	adam_andruszkiewicz-konf_pras_1-a21	AdamAndruszkiewicz
000013-000003-sejmse	akcje lub udziały byłych przedsiębiorstw państwowych które zostały poddane komercjalizacji en ef i zajmowały się restrukturyzacją powstałych i przejętych spółek racjonalizacją ich zatrudnienia pozbywaniem się nieprodukcyjnego majątku i w końcu oczywiście zarządzaniem i inwestowaniem tych spółek zarządzanie majątkiem en ef i zostało powierzone konsorcjom tak zwanym firmom zarządzającym wyspecjalizowanym w działalności doradczo inwestycyjnej co jest istotne en ef i nie płaciły i nie płacą podatku od dywidend oraz od zysków z transakcji sprzedaży akcji które mają w swoim portfelu ponadto dochody osób fizycznych uzyskane z tytułu sprzedaży akcji narodowych funduszy inwestycyjnych są wolne od podatku dochodowego te dwie chociaż informacje są bardzo ważne ponieważ one są główną przyczyną podjęcia ustawy o której dzisiaj mówimy wysoka izbo ze względu na to że obecnie narodowe fundusze inwestycyjne są już w pełni prywatnymi przedsięwzięciami kilka lat temu nastąpiła także likwidacja rachunku bankowego funduszu prywatyzacji oraz ze względu na to że skarb państwa nie prowadzi już w nich polityki aktywnej rada ministrów podjęła decyzję o zmianie przepisów dotyczących narodowych funduszy inwestycyjnych po przyjęciu projektu omawianej ustawy en ef i będą działać dalej ale utracą prawo do nazywania się narodowymi funduszami oraz zniesione zostanie warto podkreślić że z rocznym właśnie wakacjo legis zwolnienie podatkowe dziękuję uprzejmie	/media/dyszek/data/poleval/processed_corpora/sejmsenat-0.0.0/audio/AdamSzejnfeld-20130410/file001.wav	AdamSzejnfeld-20130410-file001	AdamSzejnfeld
000014-000000-clarin	plotka wycieńczała wszystkich targała nerwy odbierała zdolność myślenia miasto żyło w atmosferze histerii dygotało z lęku	/media/dyszek/data/poleval/clarin/SES0001_ses/sent014_bndl/sent014.wav	SES0001_sent014	SES0001
000014-000000-pelcra	prowadzimy ciągle yy zbiórkę podpisów pod rozpisaniem referendum na terenie rzeczpospolitej	/media/dyszek/data/poleval/pelcra/processed/pelcra-0.0.0/wav/adam_andruszkiewicz-konf_pras_1-a22.wav	adam_andruszkiewicz-konf_pras_1-a22	AdamAndruszkiewicz
000014-000003-sejmse	panie marszałku wysoka izbo zdecydowana większość pytań owszem była kierowana do pana ministra ale kończąc tą debatę	/media/dyszek/data/poleval/processed_corpora/sejmsenat-0.0.0/audio/AdamSzejnfeld-20130410/file002.wav	AdamSzejnfeld-20130410-file002	AdamSzejnfeld
000015-000000-clarin	koło mnie kręciło się kilku typów rozpoznawałem ich twarze spotykaliśmy się ciągle nie zamieniając słowa	/media/dyszek/data/poleval/clarin/SES0001_ses/sent015_bndl/sent015.wav	SES0001_sent015	SES0001
000015-000000-pelcra	yy aby to obywatele w polsce wypowiedzieli się czy chcą przyjmować islamskich imigrantów	/media/dyszek/data/poleval/pelcra/processed/pelcra-0.0.0/wav/adam_andruszkiewicz-konf_pras_1-a23.wav	adam_andruszkiewicz-konf_pras_1-a23	AdamAndruszkiewicz
000015-000003-sejmse	drugiego czytania nad tą ustawą i oczywiście dziękując wszystkim klubom bo wszystkie kluby jednomyślnie popierają sprawozdanie komisji skarbu państwa a więc wniosek o uchwalenie tejże ustawy jedna tylko refleksja co do większości pytań kierowanych w tej sprawie one odnosiły się właśnie do do tego czy był sens wprowadzania powszechnej prywatyzacji a na jej bazie narodowych funduszy i jakie jest podsumowanie tego myślę że to są pytania na które do końca odpowiedzi nie ma choćby dlatego że jeżeli ktoś by chciał stawiać odpowiedź na bazie takiego matematycznego czy matematyczno statystycznego podsumowania na dzień dzisiejszy bez uwzględniania po pierwsze idei poprzez en ef i która była realizowana w abstrakcji od sytuacji w której społeczno ekonomicznej w której polska była na początku przemian przypomnijmy że to jest sprawa sprzed dwudziestu ponad dwudziestu lat w abstrakcji od tego co się w polsce w europie i na świecie działo w między czasie a szczególnie mam tu na myśli okres wielkiego kryzysu na przełomie lat dziewięćdziesiatych dwutysięcznych no to oczywiście wtedy można pokazać bardzo wiele negatywów ale gdy się weźmie relatywnie i tak profesjonalnie przyjrzy temu procesowi przy uwzględnieniu każdego całkowitego kontekstu społeczno ekonomicznego gospodarczego to oczywiście ta ocena musi być zupełnie inna pamiętajmy także że w tym porfolio spółek które weszły do en ef i ponad pięćset podmiotów no przecież nie czarujmy się	/media/dyszek/data/poleval/processed_corpora/sejmsenat-0.0.0/audio/AdamSzejnfeld-20130410/file003.wav	AdamSzejnfeld-20130410-file003	AdamSzejnfeld
000016-000000-clarin	można by więc łudzić się że jest to normalne drewniane miasto tyle że zamknięte przez swoich mieszkańców którzy z niewiadomych przyczyn musieli je w pośpiechu opuścić	/media/dyszek/data/poleval/clarin/SES0001_ses/sent016_bndl/sent016.wav	SES0001_sent016	SES0001
000016-000000-pelcra	czy też nie tak jak chce nam to narzucić komisja europejska	/media/dyszek/data/poleval/pelcra/processed/pelcra-0.0.0/wav/adam_andruszkiewicz-konf_pras_1-a24.wav	adam_andruszkiewicz-konf_pras_1-a24	AdamAndruszkiewicz
000016-000003-sejmse	większość to była to były firmy w bardzo słaby w bardzo słabej kondycji finansowej i to bym powiedział bardzo delikatnie bo część z nich bowiem w normalnych w normalnej grze rynkowej przy obecnie obowiązujących przepisach powinno na być poddawanych procesom likwidacyjnym zresztą gdybyśmy porównali populację że tak nazwę tych podmiotów które weszły do en ef i i tych które nie weszły i zostały nadal przedsiębiorstwami na przykład państwowymi nie poddane zostały komercjalizacji i tak dalej to zobaczymy że większość z nich nie istnieje już dziś znaczy te które istnieją to tylko dlatego że państwo łożyło z pieniędzy podatników na to żeby podtrzymać tę agonię jak najdłużej także myślę że gdyby się bez emocji a zwłaszcza takich emocji politycznych przyjrzeć i postarać się podsumować programow en ef i to podsumowanie nie byłoby tak dramatycznie złe jak tutaj było prezentowane zwłaszcza przez lewą i prawą stronę sceny politycznej dziękuję bardzo	/media/dyszek/data/poleval/processed_corpora/sejmsenat-0.0.0/audio/AdamSzejnfeld-20130410/file004.wav	AdamSzejnfeld-20130410-file004	AdamSzejnfeld
000017-000000-clarin	na ulicach pozostało tylko tysiące samochodów pokrytych kurzem które zjadała rdza pozostały też mury dachy asfalt na jezdniach i żelazne ławki na bulwarze	/media/dyszek/data/poleval/clarin/SES0001_ses/sent017_bndl/sent017.wav	SES0001_sent017	SES0001
000017-000000-pelcra	yy zapraszamy wszystkich na stronę internetową wu wu wu kropka dzień referendalny kropka pe el	/media/dyszek/data/poleval/pelcra/processed/pelcra-0.0.0/wav/adam_andruszkiewicz-konf_pras_1-a25.wav	adam_andruszkiewicz-konf_pras_1-a25	AdamAndruszkiewicz
000017-000004-sejmse	bardzo dziękuję pani marszałek panie i panowie posłowie chcę podkreślić że ta uchwała jest wynikiem kompromisu który udało nam się wypracować podczas posiedzenia komisji do spraw unii europejskiej przedwczoraj chciałabym w tym miejscu podziękować wszystkim posłom ze wszystkich partii politycznych ze wszystkich klubów politycznych za pracę nad tą uchwałą i te podziękowania kieruję w stronę pana przewodniczącego sztorca pana przewodniczącego kamińskiego posłów kępińskiego makowskiego przewodniczącego gałażewskiego pani poseł wróbel pana posła szczerskiego i pani poseł fotygi którzy bardzo intensywnie podczas posiedzenia komisji pracowali nad wspólnym tekstem ta poprawka jest trochę zaskoczeniem ja zachęcam do tego żeby wspólnie tak jak podczas posiedzenia komisji bez głosu sprzeciwu przy głosach wstrzymujących się przyjęliśmy tą uchwałę i apeluję do tego żebyśmy w takiej atmosferze jaka była na posiedzeniu komisji do spraw unii europejskiej tę uchwałę dzisiaj przyjęli jeszcze raz dziękuję za współpracę przy przygotowywaniu tej uchwały bardzo dziękuję	/media/dyszek/data/poleval/processed_corpora/sejmsenat-0.0.0/audio/AgnieszkaPomaska-20130413/file000.wav	AgnieszkaPomaska-20130413-file000	AgnieszkaPomaska
000018-000000-clarin	i to w dodatku o tak niewłaściwej porze wszyscy byli w maskach przyjaznych nieznajomych ale agent nie zmienił swej maski obojętnego przechodnia	/media/dyszek/data/poleval/clarin/SES0001_ses/sent018_bndl/sent018.wav	SES0001_sent018	SES0001
